Date,Open,High,Low,Close,Volume
2016-04-01,48.24238977916375,48.73314009526884,47.82174808377212,48.69808578491211,24399200
2016-04-04,48.57539749145508,48.77695475512948,48.19857202455336,48.57539749145508,18928800
2016-04-05,48.36507865032464,48.46147633656525,47.72535250150255,47.81298828125,19272300
2016-04-06,47.63772239651565,48.37384626761054,47.506270391941676,48.30373764038086,21188700
2016-04-07,48.08464005584226,48.119694359878686,47.52378456310922,47.725341796875,19225100
2016-04-08,47.909392095420735,48.443958757184035,47.602675163079745,47.6903076171875,22167200
2016-04-11,47.751651298982736,48.33003415088599,47.5851449666555,47.593910217285156,21414200
2016-04-12,47.64648031541437,48.00577864248474,47.111913777903155,47.8918571472168,24944300
2016-04-13,48.30373751150215,48.584165333745965,48.10218022319962,48.50529479980469,20818000
2016-04-14,48.391366607321366,48.70684869948493,48.259914621265594,48.51405334472656,20877100
2016-04-15,48.461472103380935,49.004800518501845,48.29496915084984,48.768192291259766,28793800
2016-04-18,48.62798202040667,49.59195218447305,48.38260518323678,49.47802734375,23786000
2016-04-19,49.6270095503861,49.74969630504066,48.79448798856301,49.41668701171875,29596800
2016-04-20,49.329055258332566,49.51308539287985,48.62798569127385,48.71561813354492,36195700
2016-04-21,48.899630116849515,49.27645549607394,48.566620942496314,48.882102966308594,38909100
2016-04-22,45.490698693346744,45.946394786855954,44.49167405652271,45.376773834228516,126834100
2016-04-25,45.3767615663358,45.68348174365903,45.245312927165365,45.66595458984375,33226900
2016-04-26,45.79741219246106,45.87628272858493,44.77209856581414,45.07881546020508,33532600
2016-04-27,45.11387111902824,45.13139827679621,44.29887666911697,44.640647888183594,43369300
2016-04-28,44.36022046165383,44.491672474652226,43.43130449207219,43.7292594909668,43134800
2016-04-29,43.24726495446769,44.03597023618155,43.24726495446769,43.70296096801758,48411700
2016-05-02,43.816881569065394,44.47413479260137,43.62408622041342,44.35144805908203,33114500
2016-05-03,44.11484630286734,44.17618968326181,43.466354840601255,43.62409591674805,26460200
2016-05-04,43.67667190628148,43.86946727358111,43.34366263811751,43.70296096801758,24257600
2016-05-05,43.702957931617895,44.07978339081527,43.58027119475602,43.76430130004883,25390700
2016-05-06,43.7467659394277,44.15864562988281,43.51891966270583,44.15864562988281,24787300
2016-05-09,44.246298490076484,44.33393093585636,43.81689148264263,43.87823486328125,17951600
2016-05-10,44.106071234286084,44.780848217272265,43.983381167144266,44.71074295043945,22891000
2016-05-11,44.80715009801804,45.37676762979717,44.69322525447693,44.73704147338867,24039100
2016-05-12,44.86848185545436,45.403048279468685,44.62310507574931,45.14014434814453,24102800
2016-05-13,45.078803455064325,45.481921278432104,44.728270432392925,44.76332473754883,22592300
2016-05-16,44.51795550750728,45.53450712899104,44.47413929009981,45.42058563232422,20032000
2016-05-17,45.64119383666117,45.650017025376705,44.44103819068283,44.57340621948242,27803500
2016-05-18,44.546953244652556,45.12938158480231,44.38810884585299,44.83816909790039,24907500
2016-05-19,44.53811405215898,44.670482092709584,43.964509110738916,44.40574264526367,23842400
2016-05-20,44.546930174651116,45.19995718334203,44.47633457082583,44.670475006103516,23905800
2016-05-23,44.65283200601,44.723430986839716,44.105703369958455,44.14982604980469,26118700
2016-05-24,44.74109388017251,45.632384393831934,44.47635435695109,45.5264892578125,34757900
2016-05-25,45.817699900188934,46.320709350542316,45.702981576710336,45.99419403076172,24040200
2016-05-26,45.82652493155732,45.87064762114424,45.323518864306465,45.79122543334961,24335200
2016-05-27,45.817692793362625,46.17068099975586,45.68532474072393,46.17068099975586,17721400
2016-05-31,46.11773240149629,46.77075958251953,45.95889140938558,46.77075958251953,37653100
2016-06-01,46.27658574480988,46.72664596993134,46.27658574480988,46.638397216796875,25324800
2016-06-02,46.45307282154649,46.54132156126274,45.74709973554256,46.3118782043457,22840800
2016-06-03,46.22362814140441,46.25892426736477,45.535301506831985,45.702972412109375,23368300
2016-06-06,45.87948777034531,46.19717324929049,45.79123899868296,46.00303268432617,18243300
2016-06-07,46.10009549700827,46.53250261008875,45.97654724121094,45.97654724121094,20866800
2016-06-08,45.90596093284104,46.276595676512805,45.77358945790316,45.92361068725586,21149400
2016-06-09,45.88829026107473,45.88829026107473,45.438233510859796,45.55295181274414,20305700
2016-06-10,45.04994787870583,45.93241503937135,45.041124688291,45.42940902709961,25833200
2016-06-13,43.75271924303375,44.75873117103809,43.29383595956174,44.24689865112305,83217800
2016-06-14,44.03511151113264,44.21160224557007,43.743895739889936,43.97333908081055,42577100
2016-06-15,43.92921466044982,44.22925363300662,43.84979248046875,43.84979248046875,33757600
2016-06-16,43.699764899584,44.538109197062106,43.690938344702644,44.46751022338867,31188600
2016-06-17,44.48516495924613,44.50281470464526,43.96450925217811,44.238075256347656,45710500
2016-06-20,44.688137092188825,44.855808009482494,44.14983157816305,44.18513107299805,35607900
2016-06-21,44.29984435190401,45.38527836476978,44.26454486375931,45.173484802246094,34097800
2016-06-22,45.0764238264353,45.411758921069854,44.961702153878726,44.99700164794922,28816800
2016-06-23,45.25291694425633,45.94124364945453,45.13819863201097,45.80887222290039,29028800
2016-06-24,43.95568933409781,44.95287477578017,43.69977305628058,43.97333908081055,133503000
2016-06-27,43.32914363353915,43.37326969217582,42.393730438124955,42.737892150878906,50216300
2016-06-28,43.17028619705294,43.655645764558194,42.94966943594859,43.62916946411133,38140700
2016-06-29,44.04393640188796,44.75873602280043,43.94686447439237,44.599891662597656,31304000
