Date,Open,High,Low,Close,Volume
2016-04-01,0.8648642581674617,0.8834267745270116,0.8582697106355464,0.8829382658004761,348292000
2016-04-04,0.8902653917709381,0.8949060200500772,0.8709702030406672,0.8743895888328552,393940000
2016-04-05,0.8665738624584717,0.8812284229816495,0.8631544184174258,0.873168408870697,339568000
2016-04-06,0.8621774551235787,0.874878097474045,0.8458132017763528,0.8743895888328552,453376000
2016-04-07,0.8687721361466523,0.8765879262247078,0.8616891382599738,0.8653527498245239,378104000
2016-04-08,0.8724356572402402,0.8780532444828378,0.8624216669910639,0.8709701895713806,255936000
2016-04-11,0.8760995628061147,0.8907541861909051,0.8734129099977348,0.876343846321106,387524000
2016-04-12,0.8792745243405354,0.8804957669414113,0.8582696407547097,0.8753666877746582,292764000
2016-04-13,0.879274517126818,0.8975927483653042,0.879274517126818,0.8973485231399536,350716000
2016-04-14,0.8949062666530536,0.9036990169930981,0.8912425964146756,0.8997911214828491,416564000
2016-04-15,0.8995467793380962,0.9149340758759762,0.8966158435281932,0.9068740606307983,436972000
2016-04-18,0.905164582498913,0.905164582498913,0.894173628833036,0.9029663801193237,307320000
2016-04-19,0.9063856026037166,0.9080952958444146,0.8812285962687827,0.8868461847305298,309152000
2016-04-20,0.8853806108983913,0.8956388273482914,0.8844036517679369,0.8902654647827148,200172000
2016-04-21,0.8905097290634602,0.8946619074560886,0.8853806497295839,0.8892885446548462,178280000
2016-04-22,0.8922195273063659,0.8983255661345085,0.8829382690919912,0.8858692049980164,223540000
2016-04-25,0.886113344804245,0.8951503186670384,0.8836709178620832,0.8902654647827148,191972000
2016-04-26,0.8956386335224454,0.9058968477523576,0.8870901119588456,0.8909980058670044,214536000
2016-04-27,0.8888000280731192,0.9117588887184892,0.8870903349769832,0.9112703800201416,352396000
2016-04-28,0.9056527175684884,0.9110260798802866,0.8819611831716513,0.8841593265533447,381224000
2016-04-29,0.8804958135612069,0.8824497319476,0.8582696861976938,0.8677951693534851,321904000
2016-05-02,0.8760996830810933,0.8846482097097965,0.8719475615410055,0.879274845123291,256076000
2016-05-03,0.8692604788956927,0.8729240897607498,0.8612004651141134,0.8687719702720642,224024000
2016-05-04,0.858269853724368,0.8590025878203026,0.840195901310162,0.8489886522293091,525764000
2016-05-05,0.8560717281635831,0.8641317451609279,0.847767427640938,0.854117751121521,246884000
2016-05-06,0.8526519952147377,0.8651084126798984,0.850942302274823,0.8629102110862732,183240000
2016-05-09,0.8651085367034431,0.8687721483193254,0.854606094115427,0.8616891503334045,333336000
2016-05-10,0.8670622739484213,0.8797629157912079,0.8587580350044659,0.8782974481582642,269676000
2016-05-11,0.8809845088391663,0.8905099357800937,0.8760995953745987,0.880740225315094,328176000
2016-05-12,0.8870901992934839,0.8909980935863776,0.8531404513325341,0.8687719702720642,670540000
2016-05-13,0.9571879077948917,1.0013958715093194,0.9525473378607052,1.0009074211120605,2110256000
2016-05-16,0.9933360381018992,1.0453598581765786,0.9901608770146763,1.0304609537124634,973032000
2016-05-17,1.0258204025773434,1.0399865159237545,1.0126313067412136,1.0326592922210693,628392000
2016-05-18,1.0258201358771595,1.0710051749740395,1.0258201358771595,1.059037208557129,541072000
2016-05-19,1.0548852187188118,1.0712495910080002,1.0534198672695017,1.0636780261993408,398880000
2016-05-20,1.0702722095486148,1.087125026588799,1.0685625169751551,1.082728624343872,391084000
2016-05-23,1.0873697369495507,1.0915217994246407,1.077844252733817,1.0844388008117676,413636000
2016-05-24,1.0877447634499227,1.1141915756247136,1.0848062157897707,1.1107631921768188,415788000
2016-05-25,1.1141910397735206,1.118843601770185,1.0972944572370587,1.1061100959777832,458076000
2016-05-26,1.1080694103924695,1.1259454357030703,1.104886003826203,1.1178644895553589,309964000
2016-05-27,1.1190889428671327,1.1257006156954985,1.1154157004773841,1.1239864826202393,277416000
2016-05-31,1.1288838782945132,1.1465150425087522,1.128149183203709,1.1440662145614624,412524000
2016-06-01,1.1386786927301624,1.1572892903981942,1.1352504278114859,1.1462699174880981,387132000
2016-06-02,1.1523921251917404,1.164146313591293,1.1411277724865383,1.1543512344360352,329208000
2016-06-03,1.143087331695865,1.1445564890575743,1.118109788281206,1.138189673423767,461076000
2016-06-06,1.1411278227423955,1.1499434644303057,1.1264352033624383,1.132312297821045,322512000
2016-06-07,1.1391689198511452,1.145535733760297,1.1340265201783462,1.1345162391662598,193400000
2016-06-08,1.1347606696546835,1.1389236297778143,1.1215373278476586,1.130842685699463,234616000
2016-06-09,1.1269247972509195,1.1619421467138067,1.1244759694964757,1.1602280139923096,472168000
2016-06-10,1.1465149687266782,1.1567997652037303,1.1298632433497147,1.131332516670227,400024000
2016-06-13,1.1325567455593202,1.1680639253440328,1.1325567455593202,1.145780086517334,475588000
2016-06-14,1.1430869647663138,1.1533717635964709,1.1303533375861785,1.147984504699707,298344000
2016-06-15,1.1575343316688473,1.169778118957703,1.144800708816541,1.1597381830215454,301036000
2016-06-16,1.1511676971209852,1.1663500330572376,1.1399033456952044,1.164391040802002,246456000
2016-06-17,1.1658603395794769,1.1661051990208973,1.1394135348748464,1.1440662145614624,471000000
2016-06-20,1.1624322829655618,1.1795736146138105,1.1616975877426001,1.1646361351013184,293768000
2016-06-21,1.1695336504138876,1.1727170571908492,1.1558204686182985,1.1575347185134888,212508000
2016-06-22,1.1599829638233443,1.1675741884939832,1.1545957071225925,1.1565546989440918,202620000
2016-06-23,1.167574386447173,1.1886338148234115,1.166839691410477,1.1874094009399414,297880000
2016-06-24,1.1386790353024971,1.1597384666861936,1.1092937985019744,1.1198234558105469,1017684000
2016-06-27,1.1105183738816422,1.119089157669608,1.0914179301483435,1.1078248023986816,449088000
2016-06-28,1.1288840223733456,1.1301083197367037,1.1085591681763467,1.1239864826202393,381920000
2016-06-29,1.133781321421005,1.15116762472166,1.1308427748396925,1.1423519849777222,318932000
2016-06-30,1.144311101998349,1.1582691413996788,1.1350058591640084,1.1511677503585815,430940000
2016-07-01,1.1448010480493498,1.1597385266806979,1.1386790942075746,1.1425970792770386,218488000
2016-07-05,1.1362301663534045,1.1614525579223784,1.1271697828871141,1.1594935655593872,371084000
2016-07-06,1.1514125238840942,1.1736963666672333,1.1455354305186172,1.1668397188186646,273104000
2016-07-07,1.1746755351668228,1.201367191856766,1.1692882786608343,1.1972042322158813,395400000
2016-07-08,1.2099384181838004,1.2510778479721927,1.2052857376263892,1.245200753211975,481932000
2016-07-11,1.2630768782216757,1.2831567589329071,1.2616076044176132,1.2738515138626099,448776000
2016-07-12,1.2880539260915713,1.3047055338471745,1.2718919203956236,1.2929514646530151,436760000
2016-07-13,1.295400299663256,1.3027466665925451,1.2905027606325772,1.2924617528915405,324604000
2016-07-14,1.2993179920606543,1.317438869094988,1.2885433628772514,1.3056846857070923,316892000
2016-07-15,1.2890335132208888,1.2963798802982078,1.2694433567034291,1.2905027866363525,428616000
2016-07-18,1.306419971138539,1.3083789636666117,1.2922170709685368,1.297114610671997,252992000
2016-07-19,1.296379976644768,1.3157252751584774,1.2939311485148177,1.3105828762054443,382652000
2016-07-20,1.3149907102803664,1.3348258464449339,1.3096034513339683,1.3277243375778198,296460000
2016-07-21,1.3247856345472664,1.328948595584723,1.2988286640349662,1.303236484527588,361308000
2016-07-22,1.3078885941684777,1.3387430906295776,1.2983383789821255,1.3387430906295776,315768000
2016-07-25,1.3468243119645538,1.3666593244914218,1.3409472193196195,1.3634759187698364,312528000
2016-07-26,1.3754752594763495,1.3938410027944956,1.3735162670952823,1.3867396116256714,514508000
2016-07-27,1.3987387271303067,1.4011875555054387,1.364455947244405,1.372781753540039,446676000
2016-07-28,1.375964764313318,1.3860047008750471,1.371556944566755,1.3757199048995972,221916000
